Solution,RMSE,C1,C2
"[0.88145233 0.07519547 0.56583552 0.68044709 0.4219508  0.81072223
 0.61738236 0.83432126 0.18342946 0.10682002 0.92442933 0.40062214
 0.03641711 0.50244127 0.67245674 0.5040796  0.82957347 0.26437445
 0.70704359 0.04468025 0.81612059 0.83887725 0.77066169 0.23201826
 0.42927026 0.24453613]",0.12803330582292288,0.09630363016938419,0.0028042665445107313
"[0.8821366  0.29259743 0.69066631 0.55942549 0.01044873 0.89023693
 0.48737655 0.55464472 0.53123199 0.2878465  0.7194862  0.24137736
 0.50455871 0.42258294 0.67245674 0.36902692 0.82626477 0.19876964
 0.83974432 0.22664319 0.94286348 0.90091581 0.8808686  0.23201826
 0.16529349 0.00840278]",0.12905043866624677,0.09685721136995731,0.008356877088142794
"[0.43025092 0.4623853  0.40238382 0.6743889  0.23435594 0.66417644
 0.5088548  0.49361688 0.18342946 0.21263841 0.62970872 0.21563057
 0.545322   0.21269842 0.36264572 0.51979396 0.62673288 0.2803661
 0.81786493 0.11179295 0.94286348 0.98830611 0.99308249 0.50944793
 0.43186176 0.10199988]",0.12967810579510736,0.0997157452860291,0.0004451856602659225
"[0.65553485 0.05091034 0.37487015 0.75334295 0.30701829 0.6160264
 0.39166876 0.80664176 0.14870438 0.10550339 0.92053153 0.26642808
 0.06685463 0.53781224 0.70602915 0.66625988 0.84015754 0.09759564
 0.84793899 0.002144   0.77818366 0.90091581 0.91400894 0.34362212
 0.59334772 0.10199988]",0.13061840979159584,0.0980621561410987,0.012332082697345304
"[0.764374   0.08055292 0.37487015 0.64908479 0.31450232 0.72866634
 0.41891171 0.85607116 0.18342946 0.16009445 0.74551853 0.21563057
 0.18309533 0.30337903 0.79061501 0.42155707 0.7418001  0.09759564
 0.87365631 0.11179295 0.94072826 0.90091581 0.96993647 0.23201826
 0.40691085 0.21078355]",0.1353113301495268,0.10817160818553954,0.00827584953700879
"[0.7211511  0.14925999 0.24954079 0.56134846 0.36798714 0.60577898
 0.54443505 0.91626335 0.18342946 0.12794541 0.79129686 0.31639504
 0.18309533 0.57298968 0.55895464 0.61007402 0.70381468 0.09792751
 0.87365631 0.2727097  0.94286348 0.8430417  0.94695462 0.23201826
 0.33068481 0.27233969]",0.1397124054187461,0.11463127074488048,0.013985131316814819
"[0.87903273 0.22384708 0.72070762 0.9188955  0.31450232 0.73309209
 0.83950541 0.70522957 0.1959777  0.3972059  0.55798243 0.56058245
 0.22689093 0.42258294 0.66393515 0.55147932 0.64892398 0.09759564
 0.87365631 0.41904574 0.94286348 0.90091581 0.91400894 0.44708581
 0.096693   0.37989894]",0.1431519431145407,0.1176199009740148,0.020028732022138406
"[0.81176832 0.30136094 0.24533476 0.43936516 0.14802332 0.91725515
 0.54443505 0.89684134 0.18342946 0.25034048 0.92442933 0.1753971
 0.18309533 0.37120488 0.87133951 0.70785701 0.7418001  0.07663169
 0.97795161 0.06938441 0.87497231 0.90091581 0.57174292 0.23201826
 0.44403818 0.19700959]",0.14544617104911517,0.12271919504695837,0.02124604322728141
"[0.91617426 0.07519547 0.67227348 0.44496788 0.28539718 0.57305006
 0.74401615 0.9829514  0.0436689  0.14510011 0.96900789 0.07974686
 0.18309533 0.42258294 0.95954535 0.1021731  0.44624388 0.14743966
 0.87365631 0.05951505 0.93055647 0.90091581 0.88898256 0.588449
 0.44403818 0.15080824]",0.14673589771967221,0.12209685718822706,0.031399133609410615
"[0.76160827 0.02329807 0.69772729 0.45172035 0.1874336  0.73309209
 0.65866578 0.68432561 0.24960282 0.00579675 0.57937372 0.49195335
 0.42131652 0.22555724 0.58828854 0.47804501 0.49288491 0.47211576
 0.9719438  0.19825735 0.94286348 0.90091581 0.66801921 0.36409411
 0.7617224  0.10199988]",0.1808411340618247,0.09383812451453616,-0.00568823807511298
